Format,State,"Air Carrier","Flight Type","Stage Type",Year,Months,"Passengers Carried","Passenger-KM performed (1000s)","Seat-KM available (1000s)","Passenger load factor"
EGYPT,"EGYPT AIR","Scheduled flight","International flights",2017,7,4124951,10267360,14821658,0.693
EGYPT,"EGYPT AIR","Scheduled flight","Domestic flights",2017,7,788207,370259,481028,0.77
EGYPT,"AIR ARABIA EGYPT","Scheduled flight","International flights",2017,2,50842,99713,132883,0.75
EGYPT,FlyEgypt,"Scheduled flight","International flights",2017,8,106084,166374,234595,0.709
"IRAN (ISLAMIC REPUBLIC OF)","IRAN AIR","Scheduled flight","International flights",2017,10,597249,1388412,2221032,0.625
"IRAN (ISLAMIC REPUBLIC OF)","IRAN AIR","Scheduled flight","Domestic flights",2017,10,1676264,1092305,1320489,0.827
INDIA,"AIR INDIA","Scheduled flight","International flights",2017,11,5675229,27974650,35848305,0.78
INDIA,"AIR INDIA","Scheduled flight","Domestic flights",2017,11,12901640,12479792,15887334,0.786
INDIA,"ALLIANCE AIR","Scheduled flight","Domestic flights",2017,11,891894,398426,531975,0.749
INDIA,"JET AIRWAYS","Scheduled flight","International flights",2017,11,7543280,25452650,31200733,0.816
INDIA,"JET AIRWAYS","Scheduled flight","Domestic flights",2017,11,16230716,14819581,17902412,0.828
INDIA,SPICEJET,"Scheduled flight","International flights",2017,11,1692437,3297752,3684274,0.895
INDIA,SPICEJET,"Scheduled flight","Domestic flights",2017,11,14004730,12565503,13376983,0.939
INDIA,"GO AIRLINES","Scheduled flight","Domestic flights",2017,11,8932385,8425144,9578392,0.88
INDIA,INDIGO,"Scheduled flight","International flights",2017,11,2535945,6004804,7259706,0.827
INDIA,INDIGO,"Scheduled flight","Domestic flights",2017,11,41941788,41434109,47689157,0.869
INDIA,"AIR INDIA EXPRESS","Scheduled flight","International flights",2017,11,3352932,8809323,11710029,0.752
INDIA,"AIR INDIA EXPRESS","Scheduled flight","Domestic flights",2017,11,83660,67800,131464,0.516
INDIA,"JET LITE","Scheduled flight","Domestic flights",2017,11,2507566,2099292,2515977,0.834
INDIA,"BLUE DART AVIATION","Scheduled flight","Domestic flights",2017,11,0,0,0,0
INDIA,"Air Costa","Scheduled flight","Domestic flights",2017,6,84326,76317,92153,0.828
INDIA,"AirAsia India","Scheduled flight","Domestic flights",2017,11,3829783,3707393,4280930,0.866
INDIA,VISTARA,"Scheduled flight","Domestic flights",2017,11,3651311,4144002,4913249,0.843
INDIA,"AIR PEGASUS","Scheduled flight","Domestic flights",2017,6,0,0,0,0
INDIA,TruJet,"Scheduled flight","Domestic flights",2017,11,451582,190756,251707,0.758
INDIA,"Quikjet Airlines","Scheduled flight","Domestic flights",2017,7,0,0,0,0
INDIA,"Air Carnival","Scheduled flight","Domestic flights",2017,6,38648,16012,24669,0.649
INDIA,"ZOOM AIR","Scheduled flight","Domestic flights",2017,4,7777,7422,10238,0.725
ICELAND,ICELANDAIR,"Scheduled flight","International flights",2017,9,3269857,10125783,12102810,0.837
HUNGARY,"WIZZ AIR HUNGARY","Scheduled flight","International flights",2017,5,11408204,16352316,17569878,0.931
HUNGARY,"WIZZ AIR HUNGARY","Scheduled flight","Domestic flights",2017,5,97254,32212,38280,0.841
HONDURAS,"ISLENA INVERSIONES","Scheduled flight","International flights",2017,10,27131,10044,19600,0.512
HONDURAS,"ISLENA INVERSIONES","Scheduled flight","Domestic flights",2017,10,64588,11242,19370,0.58
JAPAN,"ALL NIPPON AIRWAYS","Scheduled flight","International flights",2017,9,7129978,35934039,47249133,0.761
JAPAN,"ALL NIPPON AIRWAYS","Scheduled flight","Domestic flights",2017,9,29581228,26960025,40093095,0.672
JAPAN,JAL,"Scheduled flight","International flights",2017,6,4142543,20164318,24937868,0.809
JAPAN,JAL,"Scheduled flight","Domestic flights",2017,6,12028256,9806725,14219812,0.69
JAPAN,"NIPPON CARGO","Scheduled flight","International flights",2017,9,0,0,0,0
JAMAICA,"FLY JAMAICA","Scheduled flight","International flights",2017,7,82013,265201,461783,0.574
ITALY,"AIR DOLOMITI","Scheduled flight","International flights",2017,1,106055,61188,101140,0.605
ITALY,"CARGOLUX ITALIA","Scheduled flight","International flights",2017,11,0,0,0,0
GUATEMALA,AVIATECA,"Scheduled flight","International flights",2017,10,73240,45109,65381,0.69
GUATEMALA,AVIATECA,"Scheduled flight","Domestic flights",2017,10,55121,14888,20935,0.711
GREECE,"ASTRA AIRLINES","Scheduled flight","International flights",2017,1,143,293,344,0.852
GREECE,"ASTRA AIRLINES","Scheduled flight","Domestic flights",2017,9,176979,65570,109333,0.6
"COSTA RICA",LACSA,"Scheduled flight","International flights",2017,10,1225001,2155614,2655069,0.812
COLOMBIA,"COPA AIRLINES COLOMBIA","Scheduled flight","International flights",2017,11,1628137,1281895,1621762,0.79
COLOMBIA,"COPA AIRLINES COLOMBIA","Scheduled flight","Domestic flights",2017,7,63627,49423,75645,0.653
CHINA,"AHK AIR HONG KONG","Scheduled flight","International flights",2017,3,0,0,0,0
CHINA,"CATHAY PACIFIC","Scheduled flight","International flights",2017,3,6020532,27348330,32073220,0.853
CHINA,DRAGONAIR,"Scheduled flight","International flights",2017,3,2478276,3364123,4370115,0.77
CHINA,"HONG KONG EXPRESS","Scheduled flight","International flights",2017,3,829525,2058666,2161023,0.953
CHILE,"LAN CARGO","Scheduled flight","International flights",2017,11,0,0,0,0
CHILE,"LAN CARGO","Scheduled flight","Domestic flights",2017,1,0,0,0,0
CHILE,"LAN EXPRESS","Scheduled flight","International flights",2017,10,44142,147555,231520,0.637
CHILE,"LAN EXPRESS","Scheduled flight","Domestic flights",2017,11,4476539,4481640,5545034,0.808
CHILE,"AEROVIAS DAP","Scheduled flight","International flights",2017,9,4047,3254,5256,0.619
CHILE,"AEROVIAS DAP","Scheduled flight","Domestic flights",2017,11,82074,55293,85456,0.647
CHILE,"LAN CHILE","Scheduled flight","International flights",2017,11,4755254,18157700,21059916,0.862
CHILE,"LAN CHILE","Scheduled flight","Domestic flights",2017,11,2717418,4041115,4888959,0.827
CHILE,"SKY AIRLINE","Scheduled flight","International flights",2017,11,616362,882761,1079660,0.818
CHILE,"SKY AIRLINE","Scheduled flight","Domestic flights",2017,11,2831910,3033222,3667234,0.827
CHILE,"Latin American Wings","Scheduled flight","International flights",2017,11,160226,555715,927427,0.599
CHILE,"Latin American Wings","Scheduled flight","Domestic flights",2017,11,89739,56364,130151,0.433
CHILE,"JETSMART AIR","Scheduled flight","Domestic flights",2017,5,235138,214193,311796,0.687
BRAZIL,ABSA,"Scheduled flight","International flights",2017,10,0,0,0,0
BRAZIL,ABSA,"Scheduled flight","Domestic flights",2017,10,0,0,0,0
BRAZIL,GOL,"Scheduled flight","International flights",2017,10,1445589,2934009,3839309,0.764
BRAZIL,GOL,"Scheduled flight","Domestic flights",2017,10,24395035,25654035,32146112,0.798
BRAZIL,"TAM LINHAS AEREAS","Scheduled flight","International flights",2017,9,3976938,20444471,23611316,0.866
BRAZIL,"TAM LINHAS AEREAS","Scheduled flight","Domestic flights",2017,9,20793749,21846099,26457729,0.826
BRAZIL,TOTAL,"Scheduled flight","Domestic flights",2017,10,0,0,0,0
BRAZIL,AZUL,"Scheduled flight","International flights",2017,10,596605,3290076,3645912,0.902
BRAZIL,AZUL,"Scheduled flight","Domestic flights",2017,10,16404850,12475657,15556370,0.802
BRAZIL,OCEANAIR,"Scheduled flight","International flights",2017,10,131510,554552,726175,0.764
BRAZIL,OCEANAIR,"Scheduled flight","Domestic flights",2017,10,8705568,9643343,11343659,0.85
BRAZIL,PASSAREDO,"Scheduled flight","Domestic flights",2017,10,529960,294298,468120,0.629
BRAZIL,"MAP LINHAS AEREAS","Scheduled flight","Domestic flights",2017,10,74609,49188,81735,0.602
BELGIUM,JETAIRFLY,"Scheduled flight","International flights",2017,10,3640410,8010345,9233433,0.868
BELGIUM,JETAIRFLY,"Scheduled flight","Domestic flights",2017,10,446,33,2720,0.012
